"","X.","RXNID","NAME","EQUATION","EC.NUMBER","GENE.ASSOCIATION","LOWER.BOUND","UPPER.BOUND","OBJECTIVE","COMPARTMENT","SUBSYSTEM","SBO.TERM","HEPATONET1.ID","REACTOME.ID","KEGG.ID","EHMN.ID","BIGG.DATABASE.ID","REFERENCES","COMMENTS"
"1500","","HMR_2970",NA,"(8Z,11Z)-eicosadienoyl-CoA[r] + AMP[r] + PPi[r] <=> 8,11-eicosadienoic acid[r] + ATP[r] + CoA[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1501","","HMR_2971",NA,"(5Z,8Z,11Z)-eicosatrienoyl-CoA[r] + AMP[r] + PPi[r] <=> ATP[r] + CoA[r] + mead acid[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1502","","HMR_2972",NA,"AMP[r] + PPi[r] + heneicosanoyl-CoA[r] <=> ATP[r] + CoA[r] + henicosanoic acid[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1503","","HMR_2973",NA,"AMP[r] + PPi[r] + docosanoyl-CoA[r] <=> ATP[r] + CoA[r] + behenic acid[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1504","","HMR_2974",NA,"(13Z)-docosenoyl-CoA[r] + AMP[r] + PPi[r] <=> ATP[r] + CoA[r] + cis-erucic acid[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1505","","HMR_2975",NA,"(11Z)-docosenoyl-CoA[r] + AMP[r] + PPi[r] <=> ATP[r] + CoA[r] + cis-cetoleic acid[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1506","","HMR_2976",NA,"AMP[r] + PPi[r] + tricosanoyl-CoA[r] <=> ATP[r] + CoA[r] + tricosanoic acid[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1507","","HMR_2977",NA,"AMP[r] + PPi[r] + tetracosanoyl-CoA[r] <=> ATP[r] + CoA[r] + lignocerate[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1508","","HMR_2978",NA,"(15Z)-tetracosenoyl-CoA[r] + AMP[r] + PPi[r] <=> ATP[r] + CoA[r] + nervonic acid[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1509","","HMR_2979",NA,"AMP[r] + PPi[r] + hexacosanoyl-CoA[r] <=> ATP[r] + CoA[r] + cerotic acid[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1510","","HMR_2980",NA,"AMP[r] + PPi[r] + hexacosenoyl-CoA[r] <=> ATP[r] + CoA[r] + ximenic acid[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1511","","HMR_2981",NA,"AMP[r] + PPi[r] + linolenoyl-CoA[r] <=> ATP[r] + CoA[r] + linolenate[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1512","","HMR_2982",NA,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[r] + AMP[r] + PPi[r] <=> ATP[r] + CoA[r] + stearidonic acid[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1513","","HMR_2983",NA,"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[r] + AMP[r] + PPi[r] <=> ATP[r] + CoA[r] + omega-3-arachidonic acid[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1514","","HMR_2984",NA,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[r] + AMP[r] + PPi[r] <=> ATP[r] + CoA[r] + EPA[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","PMID:10479480;PMID:9784915;PMID:10479480;PMID:9784915",NA
"1515","","HMR_2985",NA,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[r] + AMP[r] + PPi[r] <=> ATP[r] + CoA[r] + DPA[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1516","","HMR_2986",NA,"(9Z,12Z,15Z,18Z,21Z)-TPA[r] + ATP[r] + CoA[r] <=> (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[r] + AMP[r] + PPi[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1517","","HMR_2987",NA,"(6Z,9Z,12Z,15Z,18Z,21Z)-THA[r] + ATP[r] + CoA[r] <=> (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[r] + AMP[r] + PPi[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","PMID:9784915;PMID:9784915",NA
"1518","","HMR_2988",NA,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[r] + AMP[r] + PPi[r] <=> ATP[r] + CoA[r] + DHA[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1519","","HMR_2989",NA,"(11Z,14Z,17Z)-eicosatrienoic acid[r] + ATP[r] + CoA[r] <=> (11Z,14Z,17Z)-eicosatrienoyl-CoA[r] + AMP[r] + PPi[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1520","","HMR_2990",NA,"13,16,19-docosatrienoic acid[r] + ATP[r] + CoA[r] <=> 13,16,19-docosatrienoyl-CoA[r] + AMP[r] + PPi[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1521","","HMR_2991",NA,"AMP[r] + PPi[r] + linoleoyl-CoA[r] <=> ATP[r] + CoA[r] + linoleate[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","PMID:8584017",NA
"1522","","HMR_2992",NA,"AMP[r] + PPi[r] + gamma-linolenoyl-CoA[r] <=> ATP[r] + CoA[r] + gamma-linolenate[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","r1260","","","","","PMID:8584017",NA
"1523","","HMR_2994",NA,"AMP[r] + PPi[r] + dihomo-gamma-linolenoyl-CoA[r] <=> ATP[r] + CoA[r] + dihomo-gamma-linolenate[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1524","","HMR_2996",NA,"AMP[r] + PPi[r] + arachidonyl-CoA[r] <=> ATP[r] + CoA[r] + arachidonate[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","PMID:8584017;PMID:12525535;PMID:11889465",NA
"1525","","HMR_2998",NA,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[r] + AMP[r] + PPi[r] <=> ATP[r] + CoA[r] + adrenic acid[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1526","","HMR_2999",NA,"(9Z,12Z,15Z,18Z)-TTA[r] + ATP[r] + CoA[r] <=> (9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[r] + AMP[r] + PPi[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1527","","HMR_3000",NA,"(6Z,9Z,12Z,15Z,18Z)-TPA[r] + ATP[r] + CoA[r] <=> (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[r] + AMP[r] + PPi[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","PMID:10479480;PMID:9784915;PMID:10479480;PMID:9784915",NA
"1528","","HMR_3001",NA,"(4Z,7Z,10Z,13Z,16Z)-DPA[r] + ATP[r] + CoA[r] <=> (4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[r] + AMP[r] + PPi[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1529","","HMR_3002",NA,"(11Z,14Z)-eicosadienoic acid[r] + ATP[r] + CoA[r] <=> (11Z,14Z)-eicosadienoyl-CoA[r] + AMP[r] + PPi[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1530","","HMR_3003",NA,"(13Z,16Z)-docosadienoic acid[r] + ATP[r] + CoA[r] <=> (13Z,16Z)-docosadienoyl-CoA[r] + AMP[r] + PPi[r]","EC:6.2.1.3","ENSG00000068366;ENSG00000103740;ENSG00000123983;ENSG00000130377;ENSG00000140284;ENSG00000151726;ENSG00000164398;ENSG00000197142",NA,NA,NA,"r","Fatty acid activation (endoplasmic reticular)","SBO:0000176","","","","","","",NA
"1531","","HMR_2152",NA,"acetyl-[ACP][c] + malonyl-[ACP][c] => CO2[c] + [ACP][c] + acetoacetyl-[ACP][c]","EC:2.3.1.85;EC:2.3.1.179","ENSG00000151093;ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0678","","R04355","R04355C","","PMID:11750882;PMID:4452359;PMID:6137188;PMID:7567999;PMID:7834997;PMID:8962082",NA
"1532","","HMR_2153",NA,"H+[c] + NADPH[c] + acetoacetyl-[ACP][c] => (R)-3-hydroxybutanoyl-[ACP][c] + NADP+[c]","EC:2.3.1.85;EC:2.3.1.86;EC:1.1.1.100","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0691","","R04533","R04533C","","PMID:11750882;PMID:4452359;PMID:6137188;PMID:7567999;PMID:7834997;PMID:8962082",NA
"1533","","HMR_2154",NA,"(R)-3-hydroxybutanoyl-[ACP][c] => H2O[c] + but-2-enoyl-[ACP][c]","EC:2.3.1.85;EC:4.2.1.59","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0681","","R04428","R04428C","","PMID:6137188;PMID:8962082;UNIPROT:P49327",NA
"1534","","HMR_2155",NA,"H+[c] + NADPH[c] + but-2-enoyl-[ACP][c] => NADP+[c] + butyryl-[ACP][c]","EC:2.1.3.85;EC:1.3.1.39","ENSG00000115425;ENSG00000116353;ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0682","","R04430","R04430C","","",NA
"1535","","HMR_2156",NA,"butyryl-[ACP][c] + malonyl-[ACP][c] => 3-oxohexanoyl-[ACP][c] + CO2[c] + [ACP][c]","EC:2.3.1.85;EC:2.3.1.41;EC:2.3.1.179  ","ENSG00000151093;ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0760","","R04952","R04952C","","PMID:11750882;PMID:4452359;PMID:6137188;PMID:7567999;PMID:7834997;PMID:8962082",NA
"1536","","HMR_2157",NA,"3-oxohexanoyl-[ACP][c] + H+[c] + NADPH[c] => D-3-hydroxyhexanoyl-[ACP][c] + NADP+[c]","EC:2.3.1.85;EC:2.3.1.86;EC:1.1.1.100","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0761","","R04953","R04953C","","PMID:11750882;PMID:4452359;PMID:6137188;PMID:7567999;PMID:7834997;PMID:8962082",NA
"1537","","HMR_2158",NA,"D-3-hydroxyhexanoyl-[ACP][c] => (2E)-hexenoyl-[ACP][c] + H2O[c]","EC:2.3.1.85;EC:4.2.1.59","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0762","","R04954","R04954C","","PMID:7567999",NA
"1538","","HMR_2159",NA,"(2E)-hexenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + hexanoyl-[ACP][c]","EC:2.3.1.85;EC:1.3.1.39","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0763","","R04956","R04956C","","PMID:7567999",NA
"1539","","HMR_2160",NA,"hexanoyl-[ACP][c] + malonyl-[ACP][c] => 3-oxooctanoyl-[ACP][c] + CO2[c] + [ACP][c]","EC:2.3.1.85;EC:2.3.1.41;EC:2.3.1.179  ","ENSG00000151093;ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0764","","R04957","R04957C","","PMID:11750882;PMID:4452359;PMID:6137188;PMID:7567999;PMID:7834997;PMID:8962082",NA
"1540","","HMR_2161",NA,"3-oxooctanoyl-[ACP][c] + H+[c] + NADPH[c] => (R)-3-hydroxyoctanoyl-[ACP][c] + NADP+[c]","EC:2.3.1.85;EC:2.3.1.86;EC:1.1.1.100","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0694","","R04536","R04536C","","PMID:11750882;PMID:4452359;PMID:6137188;PMID:7567999;PMID:7834997;PMID:8962082",NA
"1541","","HMR_2162",NA,"(R)-3-hydroxyoctanoyl-[ACP][c] => (2E)-octenoyl-[ACP][c] + H2O[c]","EC:2.3.1.85;EC:4.2.1.59","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0695","","R04537","R04537C","","PMID:7567999",NA
"1542","","HMR_2163",NA,"(2E)-octenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + octanoyl-[ACP][c]","EC:2.3.1.85;EC:1.3.1.39","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0765","","R04959","R04959C","","PMID:7567999",NA
"1543","","HMR_2164",NA,"malonyl-[ACP][c] + octanoyl-[ACP][c] => 3-oxodecanoyl-[ACP][c] + CO2[c] + [ACP][c]","EC:2.3.1.85;EC:2.3.1.41;EC:2.3.1.179  ","ENSG00000151093;ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0766","","R04960","R04960C","","PMID:11750882;PMID:4452359;PMID:6137188;PMID:7567999;PMID:7834997;PMID:8962082",NA
"1544","","HMR_2165",NA,"3-oxodecanoyl-[ACP][c] + H+[c] + NADPH[c] => (R)-3-hydroxydecanoyl-[ACP][c] + NADP+[c]","EC:2.3.1.85;EC:2.3.1.86;EC:1.1.1.100","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0692","","R04534","R04534C","","PMID:11750882;PMID:4452359;PMID:6137188;PMID:7567999;PMID:7834997;PMID:8962082",NA
"1545","","HMR_2166",NA,"(R)-3-hydroxydecanoyl-[ACP][c] => (2E)-decenoyl-[ACP][c] + H2O[c]","EC:2.3.1.85;EC:4.2.1.59","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0693","","R04535","R04535C","","PMID:7567999",NA
"1546","","HMR_2167",NA,"(2E)-decenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + decanoyl-[ACP][c]","EC:2.3.1.85;EC:1.3.1.39","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0767","","R04962","R04962C","","PMID:7567999",NA
"1547","","HMR_2168",NA,"decanoyl-[ACP][c] + malonyl-[ACP][c] => 3-oxododecanoyl-[ACP][c] + CO2[c] + [ACP][c]","EC:2.3.1.85;EC:2.3.1.41;EC:2.3.1.179  ","ENSG00000151093;ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0768","","R04963","R04963C","","PMID:11750882;PMID:4452359;PMID:6137188;PMID:7567999;PMID:7834997;PMID:8962082",NA
"1548","","HMR_2169",NA,"3-oxododecanoyl-[ACP][c] + H+[c] + NADPH[c] => D-3-hydroxydodecanoyl-[ACP][c] + NADP+[c]","EC:2.3.1.85;EC:2.3.1.86;EC:1.1.1.100","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0769","","R04964","R04964C","","PMID:11750882;PMID:4452359;PMID:6137188;PMID:7567999;PMID:7834997;PMID:8962082",NA
"1549","","HMR_2170",NA,"D-3-hydroxydodecanoyl-[ACP][c] => (2E)-dodecenoyl-[ACP][c] + H2O[c]","EC:2.3.1.85;EC:4.2.1.59","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0770","","R04965","R04965C","","PMID:7567999",NA
"1550","","HMR_2171",NA,"(2E)-dodecenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + dodecanoyl-[ACP][c]","EC:2.3.1.85;EC:1.3.1.39","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0712","","R04725","R04725C","","PMID:7567999",NA
"1551","","HMR_2173",NA,"dodecanoyl-[ACP][c] + malonyl-[ACP][c] => 3-oxotetradecanoyl-[ACP][c] + CO2[c] + [ACP][c]","EC:2.3.1.85;EC:2.3.1.41;EC:2.3.1.179  ","ENSG00000151093;ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0713","","R04726","R04726C","","PMID:11750882;PMID:4452359;PMID:6137188;PMID:7567999;PMID:7834997;PMID:8962082",NA
"1552","","HMR_2174",NA,"3-oxotetradecanoyl-[ACP][c] + H+[c] + NADPH[c] => HMA[c] + NADP+[c]","EC:2.3.1.85;EC:2.3.1.86;EC:1.1.1.100","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0701","","R04566","R04566C","","PMID:11750882;PMID:4452359;PMID:6137188;PMID:7567999;PMID:7834997;PMID:8962082",NA
"1553","","HMR_2175",NA,"HMA[c] => (2E)-tetradecenoyl-[ACP][c] + H2O[c]","EC:2.3.1.85;EC:4.2.1.59","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0702","","R04568","R04568C","","PMID:7567999",NA
"1554","","HMR_2176",NA,"(2E)-tetradecenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + tetradecanoyl-[ACP][c]","EC:2.3.1.85;EC:1.3.1.39","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0771","","R04967","R04967C","","PMID:7567999",NA
"1555","","HMR_2178",NA,"malonyl-[ACP][c] + tetradecanoyl-[ACP][c] => 3-oxohexadecanoyl-[ACP][c] + CO2[c] + [ACP][c]","EC:2.3.1.85;EC:2.3.1.41;EC:2.3.1.179  ","ENSG00000151093;ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0772","","R04968","R04968C","","PMID:11750882;PMID:4452359;PMID:6137188;PMID:7567999;PMID:7834997;PMID:8962082",NA
"1556","","HMR_2179",NA,"3-oxohexadecanoyl-[ACP][c] + H+[c] + NADPH[c] => (R)-3-hydroxypalmitoyl-[ACP][c] + NADP+[c]","EC:2.3.1.85;EC:2.3.1.86;EC:1.1.1.100","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0696","","R04543","R04543C","","PMID:11750882;PMID:4452359;PMID:6137188;PMID:7567999;PMID:7834997;PMID:8962082",NA
"1557","","HMR_2180",NA,"(R)-3-hydroxypalmitoyl-[ACP][c] => (2E)-hexadecenoyl-[ACP][c] + H2O[c]","EC:2.3.1.85;EC:4.2.1.59","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0697","","R04544","R04544C","","PMID:7567999",NA
"1558","","HMR_2181",NA,"(2E)-hexadecenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + hexadecanoyl-[ACP][c]","EC:2.3.1.85;EC:1.3.1.39","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0773","","R04970","R04970C","","PMID:7567999",NA
"1559","","HMR_4156",NA,"ATP[c] + H+[c] + HCO3-[c] + acetyl-CoA[c] => ADP[c] + Pi[c] + malonyl-CoA[c]","EC:6.4.1.2","ENSG00000076555;ENSG00000132142",NA,NA,NA,"c","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0184","","R00742","R00742C","ACCOAC","PMID:7732023;PMID:16854592;PMID:18455495;PMID:10677481;PMID:16721829;PMID:17126822;PMID:235695;PMID:24055;PMID:6116153;PMID:6116159;PMID:6116163;PMID:6138355;PMID:7732023;PMID:9099716",NA
"1560","","HMR_4295",NA,"ATP[m] + H+[m] + HCO3-[m] + acetyl-CoA[m] => ADP[m] + Pi[m] + malonyl-CoA[m]","EC:6.4.1.2","ENSG00000076555",NA,NA,NA,"m","Fatty acid biosynthesis (even-chain)","SBO:0000176","r0185","","R00742","R00742C","ACCOACm","PMID:10677481;PMID:16721829;PMID:17126822;PMID:235695;PMID:24055;PMID:6116153;PMID:6116159;PMID:6116163;PMID:6138355;PMID:7732023;PMID:9099716",NA
"1561","","HMR_2227",NA,"[ACP][c] + propanoyl-CoA[c] => CoA[c] + propanoyl-[ACP][c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1562","","HMR_2228",NA,"malonyl-[ACP][c] + propanoyl-[ACP][c] => 3-oxopentanoyl-[ACP][c] + CO2[c] + [ACP][c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1563","","HMR_2229",NA,"3-oxopentanoyl-[ACP][c] + H+[c] + NADPH[c] => 3-hydroxypentanoyl-[ACP][c] + NADP+[c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1564","","HMR_2230",NA,"3-hydroxypentanoyl-[ACP][c] => (2E)-pentenoyl-[ACP][c] + H2O[c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
"1565","","HMR_2231",NA,"(2E)-pentenoyl-[ACP][c] + H+[c] + NADPH[c] => NADP+[c] + pentanoyl-[ACP][c]","EC:2.3.1.85","ENSG00000169710",NA,NA,NA,"c","Fatty acid biosynthesis (odd-chain)","SBO:0000176","","","","","","",NA
