"","X.","RXNID","NAME","EQUATION","EC.NUMBER","GENE.ASSOCIATION","LOWER.BOUND","UPPER.BOUND","OBJECTIVE","COMPARTMENT","SUBSYSTEM","SBO.TERM","HEPATONET1.ID","REACTOME.ID","KEGG.ID","EHMN.ID","BIGG.DATABASE.ID","REFERENCES","COMMENTS"
"6102","","HMR_6048",NA,"L-lactate[c] + butyrate[s] <=> L-lactate[s] + butyrate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2127","","","","","PMID:12739169",NA
"6103","","HMR_6049",NA,"L-lactate[c] + retinoate[s] <=> L-lactate[s] + retinoate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2128","","","","","PMID:12739169",NA
"6104","","HMR_6050",NA,"(R)-3-hydroxybutanoate[c] + L-lactate[s] <=> (R)-3-hydroxybutanoate[s] + L-lactate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2129","","","","","PMID:12739169",NA
"6105","","HMR_6051",NA,"butyrate[c] + retinoate[s] <=> butyrate[s] + retinoate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2130","","","","","PMID:12739169",NA
"6106","","HMR_6052",NA,"(R)-3-hydroxybutanoate[c] + butyrate[s] <=> (R)-3-hydroxybutanoate[s] + butyrate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2131","","","","","PMID:12739169",NA
"6107","","HMR_6053",NA,"(R)-3-hydroxybutanoate[c] + retinoate[s] <=> (R)-3-hydroxybutanoate[s] + retinoate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2132","","","","","PMID:12739169",NA
"6108","","HMR_6054",NA,"(R)-3-hydroxybutanoate[c] + 2-hydroxybutyrate[s] <=> (R)-3-hydroxybutanoate[s] + 2-hydroxybutyrate[c]","TCDB:2.A.1.13.1","ENSG00000100156;ENSG00000108932;ENSG00000118596;ENSG00000141526;ENSG00000155380;ENSG00000168679;ENSG00000170190",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2133","","","","","PMID:12739169",NA
"6109","","HMR_6055",NA,"thyroxine[c] <=> thyroxine[s]","TCDB:2.A.1.13.3","ENSG00000101187;ENSG00000134538;ENSG00000139155;ENSG00000147100;ENSG00000176463",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2134","","","","THYOXt2","PMID:12883891;PMID:12856180;PMID:11023036;PMID:1554704;PMID:18021224;PMID:4553030;PMID:793184;PMID:8725559;PMID:8781017;PMID:12739169",NA
"6110","","HMR_6056",NA,"triiodothyronine[c] <=> triiodothyronine[s]","TCDB:2.A.1.13.3","ENSG00000147100",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2135","","","","TRIODTHYt2","PMID:12883891;PMID:12856180;PMID:11023036;PMID:1554704;PMID:18021224;PMID:4553030;PMID:793184;PMID:8725559;PMID:8781017;PMID:12739169",NA
"6112","","HMR_6058",NA,"chloride[s] => chloride[c]","TCDB:2.A.1.14.6","ENSG00000147606;ENSG00000174502",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2137","","","","","PMID:12811560",NA
"6113","","HMR_6059",NA,"H+[s] + thiamin[s] => H+[c] + thiamin[c]","TCDB:2.A.48.2.1","ENSG00000117479;ENSG00000135917",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2138","","","","THMt3","PMID:14770311",NA
"6150","","HMR_6096",NA,"HCO3-[c] + thyroxine[s] => HCO3-[s] + thyroxine[c]","","ENSG00000084453;ENSG00000101187;ENSG00000134538;ENSG00000139155",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","THYOXt","",NA
"6152","","HMR_6098",NA,"HCO3-[c] + triiodothyronine[s] => HCO3-[s] + triiodothyronine[c]","","ENSG00000084453;ENSG00000101187;ENSG00000111700;ENSG00000134538;ENSG00000139155",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","TRIODTHYt","",NA
"6155","","HMR_6101",NA,"HCO3-[c] + prostaglandin E2[s] => HCO3-[s] + prostaglandin E2[c]","","ENSG00000084453;ENSG00000101187;ENSG00000174640;ENSG00000176463",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","PROSTGE2t","",NA
"6183","","HMR_6129",NA,"HCO3-[c] + estrone 3-sulfate[s] => HCO3-[s] + estrone 3-sulfate[c]","","ENSG00000084453;ENSG00000101187;ENSG00000111700;ENSG00000134538;ENSG00000137491;ENSG00000139155;ENSG00000176463",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","ESTRONESt","",NA
"6295","","HMR_6241",NA,"noradrenaline[c] <=> noradrenaline[s]","TCDB:2.A.1.19.1","ENSG00000112499;ENSG00000146477;ENSG00000164638;ENSG00000175003",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2336","","","","NRPPHRtu","PMID:12883891",NA
"6297","","HMR_6243",NA,"serotonin[c] <=> serotonin[s]","TCDB:2.A.1.19.1","ENSG00000112499;ENSG00000146477;ENSG00000164638;ENSG00000175003",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2337","","","","SRTNtu","PMID:12883891",NA
"6299","","HMR_6245",NA,"acetylcholine[c] <=> acetylcholine[s]","TCDB:2.A.1.19.1","ENSG00000112499;ENSG00000146477;ENSG00000175003",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2338","","","","","PMID:12883891",NA
"6300","","HMR_6246",NA,"prostaglandin E2[s] => prostaglandin E2[c]","TCDB:2.A.1.19.1","ENSG00000112499;ENSG00000146477;ENSG00000174640;ENSG00000175003;ENSG00000176463",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2339","","","","","PMID:12883891;PMID:12856180;PMID:11023036;PMID:1554704;PMID:18021224;PMID:4553030;PMID:793184;PMID:8725559;PMID:8781017;PMID:12739169",NA
"6301","","HMR_6247",NA,"prostaglandin F2alpha[s] => prostaglandin F2alpha[c]","TCDB:2.A.1.19.1","ENSG00000112499;ENSG00000146477;ENSG00000174640;ENSG00000175003",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2340","","","","","PMID:12883891;PMID:12856180;PMID:11023036;PMID:1554704;PMID:18021224;PMID:4553030;PMID:793184;PMID:8725559;PMID:8781017;PMID:12739169",NA
"6302","","HMR_6248",NA,"estrone 3-sulfate[s] => estrone 3-sulfate[c]","","ENSG00000137491",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2342","","","","","PMID:12883891;PMID:12856180;PMID:11023036;PMID:1554704;PMID:18021224;PMID:4553030;PMID:793184;PMID:8725559;PMID:8781017;PMID:12739169",NA
"6303","","HMR_6249",NA,"dehydroepiandrosterone sulfate[s] => dehydroepiandrosterone sulfate[c]","","ENSG00000121270;ENSG00000137491",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2343","","","","","PMID:12883891;PMID:12856180;PMID:11023036;PMID:1554704;PMID:18021224;PMID:4553030;PMID:793184;PMID:8725559;PMID:8781017;PMID:12739169",NA
"6311","","HMR_6257",NA,"reverse triiodthyronine[c] <=> reverse triiodthyronine[s]","","ENSG00000101187;ENSG00000134538;ENSG00000139155",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2352","","","","","PMID:12883891;PMID:12856180;PMID:11023036;PMID:1554704;PMID:18021224;PMID:4553030;PMID:793184;PMID:8725559;PMID:8781017;PMID:12739169",NA
"6322","","HMR_6268",NA,"prostaglandin E1[s] => prostaglandin E1[c]","","ENSG00000174640;ENSG00000176463",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2363","","","","","PMID:12883891;PMID:12856180;PMID:11023036;PMID:1554704;PMID:18021224;PMID:4553030;PMID:793184;PMID:8725559;PMID:8781017;PMID:12739169",NA
"6329","","HMR_6275",NA,"2 Na+[s] + ascorbate[s] => 2 Na+[c] + ascorbate[c]","TCDB:2.A.40.6.1","ENSG00000089057;ENSG00000170482",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2370","","","","","PMID:12845532",NA
"6330","","HMR_6351",NA,"Na+[s] + uridine[s] => Na+[c] + uridine[c]","TCDB:2.A.41.2.3","ENSG00000137860;ENSG00000156222",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2446","","","","URIt4","PMID:12856181;PMID:10772724",NA
"6331","","HMR_6352",NA,"Na+[s] + deoxyuridine[s] => Na+[c] + deoxyuridine[c]","TCDB:2.A.41.2.3","ENSG00000137860;ENSG00000156222;ENSG00000197506",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2447","","","","","PMID:12856181;PMID:10772724",NA
"6332","","HMR_6353",NA,"Na+[s] + inosine[s] => Na+[c] + inosine[c]","TCDB:2.A.41.2.4","ENSG00000137860;ENSG00000197506",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2448","","","","INSt4","PMID:12856181;PMID:10772724",NA
"6333","","HMR_6354",NA,"Na+[s] + deoxyinosine[s] => Na+[c] + deoxyinosine[c]","TCDB:2.A.41.2.4","ENSG00000137860;ENSG00000197506",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2449","","","","","PMID:12856181;PMID:10772724",NA
"6345","","HMR_6366",NA,"deoxyguanosine[c] <=> deoxyguanosine[s]","TCDB:2.A.57.1.4","ENSG00000112759;ENSG00000174669",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2461","","","","DGSNt","PMID:12838422;PMID:12006583;PMID:14747464;PMID:16595656;PMID:17187757;PMID:17279066;PMID:7479738",NA
"6346","","HMR_6367",NA,"deoxyadenosine[c] <=> deoxyadenosine[s]","TCDB:2.A.57.1.4","ENSG00000112759;ENSG00000174669",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2462","","","","DADNt4","PMID:12838422;PMID:12006583;PMID:14747464;PMID:16595656;PMID:17187757;PMID:17279066;PMID:7479738",NA
"6347","","HMR_6368",NA,"deoxycytidine[c] <=> deoxycytidine[s]","TCDB:2.A.57.1.4","ENSG00000112759;ENSG00000174669",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2463","","","","DCYTt","PMID:12838422;PMID:12006583;PMID:14747464;PMID:16595656;PMID:17187757;PMID:17279066;PMID:7479738",NA
"6348","","HMR_6369",NA,"deoxyinosine[c] => deoxyinosine[s]","TCDB:2.A.57.1.4","ENSG00000112759;ENSG00000174669",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2464","","","","DINt","PMID:12838422;PMID:12006583;PMID:14747464;PMID:16595656;PMID:17187757;PMID:17279066;PMID:7479738",NA
"6349","","HMR_6370",NA,"zinc[c] => zinc[s]","TCDB:2.A.4.2.3","ENSG00000170385",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2465","","","","","PMID:12748859",NA
"6350","","HMR_6371",NA,"H+[s] + glycine[s] => H+[c] + glycine[c]","TCDB:2.A.18.8.1","ENSG00000123643;ENSG00000180773;ENSG00000186334;ENSG00000186335",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2468","","","","GLYt2r","PMID:12748860",NA
"6351","","HMR_6372",NA,"H+[s] + alanine[s] => H+[c] + alanine[c]","TCDB:2.A.18.8.1","ENSG00000123643;ENSG00000180773;ENSG00000186334;ENSG00000186335",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2469","","","","ALAt2r","PMID:12748860",NA
"6352","","HMR_6373",NA,"H+[s] + proline[s] => H+[c] + proline[c]","TCDB:2.A.18.8.1","ENSG00000123643;ENSG00000180773;ENSG00000186334;ENSG00000186335",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2470","","","","PROt2r","PMID:12748860",NA
"6353","","HMR_6374",NA,"H+[s] + serine[s] => H+[c] + serine[c]","TCDB:2.A.18.8.1","ENSG00000123643;ENSG00000180773;ENSG00000186334;ENSG00000186335",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2471","","","","","PMID:12748860",NA
"6354","","HMR_6375",NA,"Na+[s] + serine[s] => Na+[c] + serine[c]","TCDB:2.A.18.6.5","ENSG00000072041;ENSG00000087916;ENSG00000111371;ENSG00000134294;ENSG00000139209;ENSG00000174358",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2474","","","","SERt4rb","PMID:12845534;PMID:10823827;PMID:11452978;PMID:15632147",NA
"6355","","HMR_6377",NA,"Na+[s] + cysteine[s] => Na+[c] + cysteine[c]","TCDB:2.A.18.6.5","ENSG00000072041;ENSG00000087916;ENSG00000105281;ENSG00000115902;ENSG00000139209;ENSG00000174358",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2475","","","","CYSt4rb","PMID:12845534;PMID:10823827;PMID:11452978;PMID:15632147",NA
"6356","","HMR_6379",NA,"Na+[s] + homoserine[s] => Na+[c] + homoserine[c]","TCDB:2.A.18.6.5","ENSG00000003989;ENSG00000139514;ENSG00000165349",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2476","","","","HOMt4","PMID:12845534;PMID:10823827;PMID:11452978;PMID:15632147",NA
"6357","","HMR_6380",NA,"H+[c] + Na+[s] + glutamine[s] => H+[s] + Na+[c] + glutamine[c]","TCDB:2.A.18.6.2","ENSG00000017483;ENSG00000087916;ENSG00000111371;ENSG00000134294;ENSG00000139209",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2477","","","","GLNt4","PMID:12845534",NA
"6358","","HMR_6381",NA,"H+[c] + Na+[s] + serine[s] => H+[s] + Na+[c] + serine[c]","TCDB:2.A.18.6.8","ENSG00000017483;ENSG00000087916;ENSG00000111371;ENSG00000134294;ENSG00000139209",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2478","","","","SERt4","PMID:12845534",NA
"6359","","HMR_6382",NA,"H+[c] + Na+[s] + asparagine[s] => H+[s] + Na+[c] + asparagine[c]","TCDB:2.A.18.6.8","ENSG00000017483;ENSG00000087916;ENSG00000111371;ENSG00000134294;ENSG00000139209",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2479","","","","ASNt4","PMID:12845534",NA
"6360","","HMR_6383",NA,"H+[c] + Na+[s] + homoserine[s] => H+[s] + Na+[c] + homoserine[c]","TCDB:2.A.18.6.8","ENSG00000003989;ENSG00000139514;ENSG00000165349",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2480","","","","HOMt4","PMID:12845534",NA
"6361","","HMR_6384",NA,"H+[c] + Na+[s] + histidine[s] => H+[s] + Na+[c] + histidine[c]","TCDB:2.A.18.6.2","ENSG00000017483;ENSG00000087916;ENSG00000134294",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2481","","","","HISt4","PMID:12845534",NA
"6362","","HMR_6392",NA,"ATP[c] + H2O[c] + sulfotaurolithocholate[c] => ADP[c] + Pi[c] + sulfotaurolithocholate[s]","TCDB:3.A.1.208.8","ENSG00000103222",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r2505","","","","","PMID:17404808",NA
"6363","","HMR_6406",NA,"ATP[c] + H2O[c] + 2 Na+[s] + lipoic acid[s] => ADP[c] + 2 Na+[c] + Pi[c] + lipoic acid[c]","","ENSG00000138074",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","RT1089","LIPOti","PMID:16415531",NA
"6369","","HMR_6512",NA,"FAD[c] <=> FAD[s]","","ENSG00000039123;ENSG00000054148;ENSG00000063601;ENSG00000067113;ENSG00000072756;ENSG00000087053;ENSG00000126821;ENSG00000139505;ENSG00000141934;ENSG00000162407;ENSG00000163082",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r0870","","","","","PMID:14977409;PMID:17466261",NA
"6373","","HMR_6525",NA,"HCO3-[c] + chloride[s] => HCO3-[s] + chloride[c]","","ENSG00000004939;ENSG00000008300;ENSG00000091137;ENSG00000091138;ENSG00000113073;ENSG00000114923;ENSG00000164889",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","RT1157","","",NA
"6374","","HMR_6526",NA,"NH4+[s] + Na+[s] + 2 chloride[s] => NH4+[c] + Na+[c] + 2 chloride[c]","TCDB:2.A.30.3.1","ENSG00000064651;ENSG00000074803",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","RT1196","","",NA
"6375","","HMR_6527",NA,"NH4+[s] + chloride[s] => NH4+[c] + chloride[c]","","ENSG00000113504;ENSG00000124067;ENSG00000140199",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","RT1197","","",NA
"6377","","HMR_6530",NA,"chloride[s] + 2 sulfate[c] => chloride[c] + 2 sulfate[s]","","ENSG00000225697",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","RT1264","","",NA
"6378","","HMR_6531",NA,"2 chloride[s] + oxalate[c] => 2 chloride[c] + oxalate[s]","","ENSG00000225697",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","RT1265","","",NA
"6379","","HMR_6532",NA,"HCO3-[c] + 2 chloride[s] => HCO3-[s] + 2 chloride[c]","","ENSG00000050438;ENSG00000144290;ENSG00000225697",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","RT1266","","",NA
"6380","","HMR_6533",NA,"2 chloride[s] + hydroxide[c] => 2 chloride[c] + hydroxide[s]","","ENSG00000225697",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","RT1267","","",NA
"6381","","HMR_6534",NA,"2 HCO3-[c] + chloride[s] => 2 HCO3-[s] + chloride[c]","","ENSG00000112053;ENSG00000147606;ENSG00000155850;ENSG00000174502",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","RT1276","","",NA
"6383","","HMR_6732",NA,"dopamine[c] <=> dopamine[s]","TCDB:2.A.1.19.1;TCDB:2.A.1.19.6;TCDB:2.A.1.19.3","ENSG00000112499;ENSG00000146477;ENSG00000164638;ENSG00000175003",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","r1009","","","","DOPAtu","PMID:12883891",NA
"6404","","HMR_7499",NA,"chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan[g] => chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan[s]","TCDB:2.A.57.1.4","ENSG00000174669",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","CSPG_At","",NA
"6409","","HMR_7568",NA,"UDP-N-acetylglucosamine[c] + UDP-glucuronate[c] => 2 UDP[c] + hyaluronan biosynthesis, precursor 1[s]","EC:2.4.1.212","ENSG00000103044;ENSG00000105509;ENSG00000170961",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","HAS1","",NA
"6410","","HMR_7569",NA,"UDP-N-acetylglucosamine[c] + UDP-glucuronate[c] + hyaluronan biosynthesis, precursor 1[s] => 2 UDP[c] + hyaluronate[s]","EC:2.4.1.212","ENSG00000103044;ENSG00000105509;ENSG00000170961",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","HAS2","",NA
"6415","","HMR_7629",NA,"ATP[c] + 2 Ca2+[c] + H2O[c] => ADP[c] + 2 Ca2+[s] + Pi[c]","EC:3.6.3.8","ENSG00000058668;ENSG00000064270;ENSG00000067842;ENSG00000070961;ENSG00000074370;ENSG00000157087;ENSG00000174437;ENSG00000017260;ENSG00000196296",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","CAATPS","",NA
"6416","","HMR_7630",NA,"Ca2+[c] + 3 Na+[s] => Ca2+[s] + 3 Na+[c]","","ENSG00000100678;ENSG00000118160;ENSG00000183023",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","REACT_19164","","","CAt7r","",NA
"6417","","HMR_7631",NA,"Ca2+[c] + K+[c] + 4 Na+[s] => Ca2+[s] + K+[s] + 4 Na+[c]","","ENSG00000074621;ENSG00000140090;ENSG00000155886;ENSG00000185052;ENSG00000188467",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","REACT_19339","","","NCKt","",NA
"6418","","HMR_7632",NA,"Ca2+[c] + NH3[c] + 4 Na+[s] => Ca2+[s] + NH3[s] + 4 Na+[c]","","ENSG00000074621;ENSG00000155886",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","NCNt","",NA
"6419","","HMR_7633",NA,"2 ATP[c] + 2 H2O[c] + 3 histamine[c] => 2 ADP[c] + 2 Pi[c] + 3 histamine[s]","","ENSG00000036565;ENSG00000165646",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","HISTAVESSEC","",NA
"6420","","HMR_7634",NA,"3 5-hydroxy-L-tryptophan[c] + 2 ATP[c] + 2 H2O[c] => 3 5-hydroxy-L-tryptophan[s] + 2 ADP[c] + 2 Pi[c]","","ENSG00000036565;ENSG00000165646",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","5HTRPVESSEC","",NA
"6421","","HMR_7635",NA,"2 ATP[c] + 2 H2O[c] + 3 adrenaline[c] => 2 ADP[c] + 2 Pi[c] + 3 adrenaline[s]","","ENSG00000036565;ENSG00000165646",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","ADRNLPVESSEC","",NA
"6422","","HMR_7636",NA,"2 ATP[c] + 2 H2O[c] + 3 dopamine[c] => 2 ADP[c] + 2 Pi[c] + 3 dopamine[s]","","ENSG00000036565;ENSG00000165646",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","DOPAVESSEC","",NA
"6423","","HMR_7637",NA,"2 ATP[c] + 2 H2O[c] + 3 noradrenaline[c] => 2 ADP[c] + 2 Pi[c] + 3 noradrenaline[s]","","ENSG00000036565;ENSG00000165646",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","NRPPHRVESSEC","",NA
"6424","","HMR_7639",NA,"D-aspartate[s] + H+[s] + K+[c] + 3 Na+[s] => D-aspartate[c] + H+[c] + K+[s] + 3 Na+[c]","TCDB:2.A.23.2.3","ENSG00000079215;ENSG00000105143;ENSG00000106688;ENSG00000110436;ENSG00000162383",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","ASPDt6","",NA
"6425","","HMR_7643",NA,"D-alanine[c] + glutamine[s] <=> D-alanine[s] + glutamine[c]","","ENSG00000130876;ENSG00000168003",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","ALADGLNexR","",NA
"6426","","HMR_7644",NA,"D-alanine[c] + glycine[s] <=> D-alanine[s] + glycine[c]","","ENSG00000130876;ENSG00000168003",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","ALADGLYexR","",NA
"6427","","HMR_7645",NA,"D-alanine[s] + H+[s] => D-alanine[c] + H+[c]","","ENSG00000123643",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","DALAt2r","",NA
"6428","","HMR_7650",NA,"ATP[c] + H2O[c] + estradiol-17beta 3-glucuronide[c] => ADP[c] + Pi[c] + estradiol-17beta 3-glucuronide[s]","TCDB:3.A.1.208.7","ENSG00000125257",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","ESTRADIOLGLCt2","",NA
"6429","","HMR_7651",NA,"HCO3-[c] + estradiol-17beta 3-glucuronide[s] => HCO3-[s] + estradiol-17beta 3-glucuronide[c]","","ENSG00000084453;ENSG00000101187;ENSG00000111700;ENSG00000134538;ENSG00000139155",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","ESTRADIOLGLCt","",NA
"6431","","HMR_7666",NA,"H+[s] + biotin[s] => H+[c] + biotin[c]","TCDB:1.D.6.1.1","ENSG00000155380",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","BTNt2","",NA
"6432","","HMR_7667",NA,"ATP[c] + H2O[c] + 2 Na+[s] + biotin[s] => ADP[c] + 2 Na+[c] + Pi[c] + biotin[c]","","ENSG00000138074",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","BTNt3i","",NA
"6434","","HMR_7680",NA,"2 H+[s] + cys-gly[s] => 2 H+[c] + cys-gly[c]","","ENSG00000088386;ENSG00000163406",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","CGLYt3(2)","",NA
"6436","","HMR_7682",NA,"5-formyl-THF[c] + hydroxide[s] <=> 5-formyl-THF[s] + hydroxide[c]","","ENSG00000173638",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","5FTHFt2","PMID:9602167",NA
"6437","","HMR_7683",NA,"5-methyl-THF[c] + hydroxide[s] <=> 5-methyl-THF[s] + hydroxide[c]","","ENSG00000173638",NA,NA,NA,"s","Transport, extracellular","SBO:0000185","","","","","5MTHFt2","PMID:9602167",NA
